system,dataset,repeat,MAPE,MAE,RMSE
batlik,flame.csv,25,0.03153191751837529,0.0560366206989079,0.07503261632792915
batlik,flame.csv,26,0.031881798797010724,0.05820978875196773,0.07684913558642377
batlik,flame.csv,27,0.03358786190957887,0.06039475489499149,0.07990025377939314
batlik,flame.csv,28,0.03242414950644814,0.0589584461561394,0.0781113328286121
batlik,flame.csv,29,0.02899134391230434,0.052839543559498506,0.07298499935758186
batlik,france.csv,0,0.040402723035177925,0.1493286465619025,0.19951040179808277
batlik,france.csv,1,0.03857074732855123,0.1445166370006482,0.1895822100493407
batlik,france.csv,2,0.04109119312674377,0.15022921284916135,0.19812947112477608
batlik,france.csv,3,0.04118074408657273,0.1511309058573714,0.19681393958006338
batlik,france.csv,4,0.04032115681699348,0.14634516083393206,0.1887936116091287
batlik,france.csv,5,0.038860856047367005,0.14269064222231773,0.19034576750893198
batlik,france.csv,6,0.03805994043505567,0.1386204520985837,0.18576663891255643
batlik,france.csv,7,0.03858983718353218,0.1410205549333852,0.18620665727206054
batlik,france.csv,8,0.03858701136960474,0.14222931148613846,0.1899158339492891
batlik,france.csv,9,0.038670387745621336,0.1433275985032259,0.19267366899865115
batlik,france.csv,10,0.039096709096266266,0.14243967751566866,0.18849653108504577
batlik,france.csv,11,0.04041749193364375,0.14863210312641312,0.1961332654764212
batlik,france.csv,12,0.03887862041981983,0.14230556537712935,0.1887351176386781
batlik,france.csv,13,0.03849883069928773,0.14389851897529582,0.19316903255876003
batlik,france.csv,14,0.04051895533843134,0.14690321288242536,0.19389827266218485
batlik,france.csv,15,0.038148505047280776,0.14034109293659722,0.1891701188577193
batlik,france.csv,16,0.039591524279357436,0.14517729808746702,0.1916688131525835
batlik,france.csv,17,0.03721422917228656,0.1357361667485495,0.18195962857616313
batlik,france.csv,18,0.042003311545218275,0.15508691620045953,0.20337891448213713
batlik,france.csv,19,0.03991291802511652,0.1463182297794853,0.19413565593436893
batlik,france.csv,20,0.039717760697073175,0.14366629409157874,0.193537398326324
batlik,france.csv,21,0.04024563945212417,0.1500403966133763,0.19656577283291005
batlik,france.csv,22,0.03812058920665044,0.1431105837646984,0.1950792277957625
batlik,france.csv,23,0.03527723662998789,0.1341668840603613,0.1843663474015151
batlik,france.csv,24,0.03957683639226655,0.14844709287058555,0.19324885287954974
batlik,france.csv,25,0.03878858973909394,0.14104908216997641,0.18949762073302095
batlik,france.csv,26,0.04013845523743672,0.15032398877414993,0.19827260341167785
batlik,france.csv,27,0.04101804271148044,0.15441347979648531,0.20117690484359027
batlik,france.csv,28,0.04000294304877218,0.1474530500000039,0.1932089483014843
batlik,france.csv,29,0.037595378820936984,0.1406066705863419,0.1876276281902253
batlik,frisco.csv,0,0.05123566701678747,0.24930793266633622,0.3404025597935262
batlik,frisco.csv,1,0.049770031063934156,0.24332591849740018,0.3260547802983635
batlik,frisco.csv,2,0.05078659928222806,0.24701564818488814,0.33928089368373465
batlik,frisco.csv,3,0.05231436175890165,0.25275214414448754,0.3349290821454083
batlik,frisco.csv,4,0.05238449804946012,0.2532708653397315,0.34286625024154666
batlik,frisco.csv,5,0.05019597446857227,0.2437394033948616,0.32582395430992867
batlik,frisco.csv,6,0.05061577744582663,0.23964019723904206,0.3170725583793054
batlik,frisco.csv,7,0.05270048212975213,0.254931954648197,0.3439182406946635
batlik,frisco.csv,8,0.048685900287040555,0.23964347534363473,0.3235452614440897
batlik,frisco.csv,9,0.04973571838004187,0.24313384858568654,0.3333645528911182
batlik,frisco.csv,10,0.051040612208258965,0.24444848347910186,0.32840189089560323
batlik,frisco.csv,11,0.053809778355275686,0.25998370489432665,0.3477345143204124
batlik,frisco.csv,12,0.049663524160960516,0.2430885498074671,0.3311476886854376
batlik,frisco.csv,13,0.04750213674625571,0.2317213258957777,0.3128979381441191
batlik,frisco.csv,14,0.05406846184382283,0.25854862039548426,0.35740073446506904
batlik,frisco.csv,15,0.048664079146491096,0.23313571505692973,0.30630626008751655
batlik,frisco.csv,16,0.053338454684219036,0.25525158598184566,0.34215795078262173
batlik,frisco.csv,17,0.049113270243332105,0.2343211793016142,0.31631352934895235
batlik,frisco.csv,18,0.052607898284243254,0.25749876060922844,0.35058800260183565
batlik,frisco.csv,19,0.05261402901719351,0.25328493620555464,0.33893578750848374
batlik,frisco.csv,20,0.05195329533413532,0.2504204900423384,0.3392516054141437
batlik,frisco.csv,21,0.0507715282163104,0.2501459199007329,0.33794860367008644
batlik,frisco.csv,22,0.051536753858214296,0.2511764649555457,0.3358171967250829
batlik,frisco.csv,23,0.04895326862432721,0.23905180907734028,0.31496641009262116
batlik,frisco.csv,24,0.04809890793562158,0.23686011122346093,0.32359043007863664
batlik,frisco.csv,25,0.050347488733141044,0.241443529491059,0.32459937201741507
batlik,frisco.csv,26,0.05070454194973642,0.24785491350282518,0.33469769222437684
batlik,frisco.csv,27,0.05140275976228824,0.2514636938402552,0.33770577543773145
batlik,frisco.csv,28,0.05223547206567553,0.2562588066926612,0.344361013517429
batlik,frisco.csv,29,0.04886567752611817,0.24053503780240407,0.3307808189491527
batlik,jelly.csv,0,0.17087869125490057,0.32363843539012643,0.44246942454420957
batlik,jelly.csv,1,0.16685817873200076,0.3170038826399517,0.4289978177882995
batlik,jelly.csv,2,0.17248538828387672,0.3301895551806208,0.4542960555039904
batlik,jelly.csv,3,0.1736361776357974,0.3243042586596899,0.434706168693695
batlik,jelly.csv,4,0.17006407260162737,0.3309653313582731,0.47343333194815446
batlik,jelly.csv,5,0.17049589538053458,0.31971694155892805,0.4292728758188616
batlik,jelly.csv,6,0.17282261288699016,0.30999109870253994,0.4076001921468424
batlik,jelly.csv,7,0.1740846285267483,0.3307569893261675,0.45167830213557447
batlik,jelly.csv,8,0.16320987629844924,0.3132057683731684,0.4290355313364151
batlik,jelly.csv,9,0.16733849832134873,0.33122999065082237,0.46252572651171797
batlik,jelly.csv,10,0.16750821935356797,0.3186203310105362,0.43992037928680117
batlik,jelly.csv,11,0.17115480929843627,0.33093735593736356,0.46639459088780916
batlik,jelly.csv,12,0.1670804651564114,0.324857906526242,0.4553841290597093
batlik,jelly.csv,13,0.16824834828723267,0.31900877192991467,0.42857266855797765
